Title,Brand,Screen_Size,Ram,Rating,Disk_size,Price_dollar,Price_npr
PANASONIC TOUGHBOOK/CF-31/core i7/Intel Core i7-5600U 2.60GHz/8gb ram/ 256gb Solid State Hard Drive (SSD)/Windows 10 pro/Touch Screen/ 13.3 inch / Rugged Laptop/WiFi/Bluetooth/,Panasonic,13.1,8.0,0.0,256.0,4999.99,663548.6729
"Panasonic Toughbook FZ-55, Intel Core i5-8365U @1.60GHz, 14.0"" HD, 8GB, 512GB M.2 SSD, WiFi, HDMI, Bluetooth, Webcam, Backlit Keyboard, Windows 10 Pro",Panasonic,14.0,8.0,3.3,512.0,1850.0,245513.50000000003
"Acer Swift 3 Thin & Light Laptop | 14"" Full HD IPS 100% sRGB Display | AMD Ryzen 7 5700U Octa-Core Processor | 8GB LPDDR4X | 512GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Amazon Alexa | SF314-43-R2YY",Acer,14.0,8.0,4.5,64.0,436.99,57992.9429
"Panasonic Toughbook CF-31 MK5 Intel CORE I5-5300U, 2.30GHZ, 13.1"" XGA Touchscreen, 8GB, 500GB, Wi-Fi, TPM, Bluetooth, Dual Pass, Windows 10 Pro, (Please Read Seller's Upgrades in Conditions Notes)",Panasonic,13.1,8.0,2.0,500.0,2299.99,305231.6729
"FZ-55 Panasonic Toughbook 55 Intel Core i5-8365U, 1.6GHz/4.1GHz, 14.0"" FHD Touchscreen, 8GB, 512GB SSD, HDMI, Bluetooth, USB-A x 2, USB-C x 1, LAN, Webcam, Backlit Keyboard, Windows 10 Pro",Toughbook,14.0,8.0,4.2,512.0,2689.99,356988.57289999997
"Toughbook Panasonic FZ-55 MK2, 14.0"" HD, Intel Core i7-1185G7 (up to 4.8GHz) vPro, 16GB, 512GB Opal NVMe SSD, 4G LTE, Wi-Fi 6, BT, IR Webcam, TPM 2.0, Backlit Keyboard, Windows 10 Pro",Toughbook,14.0,16.0,0.0,512.0,2999.99,398128.6729
"PANASONIC TOUGHBOOK CF-31 MK1 i5 2.4GHZ, 320GB Hard Drive, 4GB Ram, Windows 7 Pro",Toughbook,13.1,4.0,3.0,320.0,2449.99,325138.1729
"Acer 2022 Nitro 5 17.3"" FHD IPS 144Hz Gaming Laptop, 12th Intel i5-12500H(12 Core, up to 4.5GHz), GeForce RTX 3050, 32GB RAM 1TB PCIe SSD, Backlit KB, Thunderbolt 4, Windows 11, w/GM Accessories",Acer,17.3,32.0,4.7,1024.0,1049.0,139212.79
"Acer 2022 Newest Aspire 5 Slim 15.6"" FHD IPS Laptop, AMD Quad-Core Ryzen 3 3350U(Up to 3.5GHz,Beat i5-7200U), 12GB DDR4 RAM, 512GB SSD, WiFi 6, Backlit Keyboard, Fingerprint, HDMI, Windows 11+JVQ MP",Acer,15.6,12.0,4.5,512.0,479.0,63568.090000000004
"Acer 2023 Newest Aspire Vero AV15-51-7617 Green Laptop,15.6"" FHD IPS Display, Intel Core i7-1195G7 , 16GB RAM, 512GB NVMe SSD, Intel Iris Xe Graphics, Wi-Fi 6, Windows 11 Home, Bundle with JAWFOAL",Acer,15.6,16.0,5.0,512.0,649.99,86260.1729
"Acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 12GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",Acer,15.6,12.0,4.5,1024.0,497.82,66065.6922
"Acer 2023 Newest Aspire 5 Slim Essential Laptop, 15.6"" Full HD IPS Display, 20GB RAM, 1TB SSD, Intel Dual-Core i3 Processor Up to 4.1 GHz, HDMI, Windows 11 S",Acer,15.6,20.0,3.9,1024.0,437.62,58076.550200000005
"Lenovo IdeaPad Gaming 3 - 2022 - Everyday Gaming Laptop - NVIDIA GeForce RTX 3050 Graphics - 15.6"" FHD Display - 120 Hz - AMD Ryzen 5 6600H - 8GB DDR5 - 258GB SSD - Win 11 - Free 3-month Xbox GamePass",Lenovo,15.6,8.0,4.4,256.0,649.99,86260.1729
"Acer 2022 Newest Aspire 5 Slim 15.6"" FHD Laptop, Dual-Core Core i3-1115G4 (Upto 4.1GHz,Beat i5-7200U), 8GB DDR4 RAM, 128GB NVMe SSD,UHD Graphics, RJ45, WiFi 6, HD Webcam, Windows 11 S+MarxsolCables",Acer,15.6,8.0,3.8,128.0,379.0,50297.090000000004
"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Acer,14.0,16.0,4.4,512.0,729.0,96745.59000000001
"Acer Swift 3 Intel Evo Thin & Light Laptop, 13.5"" 2256 x 1504 IPS, Intel Core i7-1165G7, Intel Iris Xe Graphics, 8GB LPDDR4X, 512GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF313-53-78UG",Acer,13.5,8.0,4.4,512.0,598.0,79360.58
"Acer 2022 Newest Chromebook 17.3"" FHD 1080p Widescreen Light Laptop, Intel Celeron N4500 (Up to 2.8GHz), 4GB RAM, 64GB eMMC,HD Webcam,UHD Graphics, WiFi 6, 10+ Hours Battery,Chrome OS,w/MarxsolCables",Acer,17.3,4.0,4.3,64.0,329.0,43661.590000000004
"Acer Aspire 5 Slim Laptop | 15.6"" Full HD IPS Display | 11th Gen Intel i3-1115G4 Processor (Beat i5-1030G7) | Intel UHD Graphics | 8GB RAM | 256GB SSD | Windows 11 Home in S Mode | TWE HDMI Cable",Acer,15.6,8.0,4.5,256.0,375.99,49897.632900000004
"Acer 2023 Newest Enduro Urban 14 Inch FHD Business Laptop, Intel Core i7-1165G7 Up to 4.7GHz, 16GB RAM, 1TB PCIE SSD, Waterproof Ports, Intel Iris Xe, Windows 10, Hunter Green +CUE Accessories",Acer,14.0,16.0,0.0,1024.0,649.0,86128.79000000001
"Acer 2022 Newest Aspire 5 15.6"" FHD IPS Slim Laptop, AMD Ryzen 3 3350U 4-Core Processor(Up to 3.5GHz), 20GB RAM, 1TB NVMe SSD, Backlit KB, Fingerprint Reader, Amazon Alexa, Win 11 S, 3in1 Accessories",Acer,15.6,20.0,4.4,1024.0,599.0,79493.29000000001
"Acer 2023 14 inch HD Touchscreen ThinLight Chromebook, Intel Celeron N4000(UP to 2.6GHz), 4GB RAM, 64GB eMMC, WiFi 5, Webcam, Type-A&C, Up to 12 Hours Battery Life, Chrome OS, w/ CUE Accessories",Acer,14.0,4.0,3.3,64.0,219.0,29063.49
"Panasonic Toughbook CF 33 with Core i5 2.6 Ghz Infrared Webcam 256 GB SSD 8 GB, Windows 10 Pro, Rugged Laptop, 12 inch Touch Screen - 3 Year Warranty",Toughbook,12.0,8.0,3.8,256.0,3699.0,490894.29000000004
"ASUS ROG Zephyrus G14 14-inch FHD 512GB SSD 2.9GHz VR Ready Laptop (8GB RAM, 8-Core AMD Ryzen 7, GeForce GTX 1650) Eclipse Gray, GA401IH-BR7N2BL",ASUS,14.0,8.0,4.3,512.0,880.0,116784.8
"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11375H, NVIDIA GeForce RTX 3060, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, Carbon Gray (A11UEK-009)",MSI,15.6,16.0,4.3,512.0,1099.0,145848.29
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6"" 144Hz FHD, GeForce RTX 3050 Ti, Intel Core i7-11370H, 8GB DDR4, 512GB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Eclipse Grey Color, TUF516PE-AB73",ASUS,15.6,8.0,4.5,512.0,890.99,118243.2829
"MSI Prestige 14 Evo Professional Laptop: 14"" FHD Ultra-Thin Bezel Display, Intel Core i5-1135G7, Intel Iris Xe, 16GB RAM, 512GB NVMe SSD, Thunderbolt 4, Win10 Home, Intel Evo, Carbon Gray (A11M-628)",MSI,14.0,16.0,4.5,512.0,749.99,99531.1729
"ASUS TUF F15 Gaming Laptop, 15.6""  144Hz FHD IPS-Type Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506LH-AS51",ASUS,15.6,8.0,4.6,512.0,614.99,81615.3229
"GIGABYTE AERO 16 XE4 - 16"" 4K/UHD+ Samsung AMOLED - Intel Core i7-12700H GDDR6 - 16GB DDR4 RAM - 2TB SSD - Win11 Pro - Creator & Gaming Laptop (AERO 16 XE4-73US918HP)",GIGABYTE,16.0,8.0,3.0,2048.0,1816.81,241108.85510000002
"GIGABYTE AORUS 15G XC - 15.6"" FHD IPS Anti-Glare 240Hz - Intel Core i7-10870H - NVIDIA GeForce RTX 3070 8GB GDDR6 - 32GB Memory - 512GB SSD - Windows 10 Home - Gaming Laptop (AORUS 15G XC-8US2430SH)",GIGABYTE,15.0,32.0,4.3,512.0,1319.63,175128.09730000002
"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 GPU | 15.6"" FHD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard",Acer,15.6,16.0,4.6,512.0,1202.71,159611.6441
"GIGABYTE AERO 15-X9-RT5W Thin+Light Performance Laptop, 15.6 144Hz FHD IPS Display, GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 1TB NVMe SSD, Up to 8-hrs Battery (AERO 15-X9-RT5W)",GIGABYTE,15.6,16.0,3.0,1024.0,2599.0,344913.29000000004
"2022 ASUS TUF Dash F15 Gaming Laptop, 15.6"" FHD 144Hz, 12th Gen Intel 10-Core i7-12650H, GeForce RTX 3070, 8GB DDR5, 512GB PCIe SSD, VR Ready, Thunderbolt 4, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11",ASUS,15.6,8.0,3.5,512.0,1339.99,177830.0729
"HP 2022 Newest Pavilion Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 7 5825U 8-Core Processor, 32GB DDR4 RAM, 1TB PCIe NVMe SSD, Backlit Keyboard, Webcam, HDMI, Wi-Fi 6, Bluetooth, Windows 11 Home",HP,15.6,32.0,4.8,1024.0,849.0,112670.79000000001
"MSI Katana GF66 15.6"" 144Hz FHD Gaming Laptop: Intel Core i7-12650H RTX 3050 Ti 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, High-ResoluTion Audio, Cooler Boost 5, Win11 Home: Black 12UD-436",MSI,15.6,16.0,4.5,512.0,899.0,119306.29000000001
"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB NVMe SSD | Wi-Fi 6 | Backlit Keyboard",Acer,15.6,8.0,4.5,256.0,745.0,98868.95000000001
"MSI Pulse GL66 Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB, 512GB SSD, Win10, Black (11UGK-001)",MSI,15.6,16.0,4.6,512.0,1199.0,159119.29
"LG gram (2022) 17Z90Q Ultra Lightweight Laptop, 17"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Black",LG,17.0,16.0,4.2,1024.0,1379.99,183138.47290000002
"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",HP,11.6,4.0,4.4,32.0,159.99,21232.272900000004
"Acer Swift 3 Intel Evo Thin & Light Laptop, 14"" Full HD, Intel Core i7-1165G7, Iris Xe Graphics, 8GB LPDDR4X, 256GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF314-59-75QC",Acer,14.0,8.0,4.4,256.0,439.0,58259.69
"GIGABYTE AORUS 15P YD - 15.6"" FHD IPS Anti-Glare 240Hz, Intel Core i7, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB Memory, 1TB SSD, Win10 Home, Gaming Laptop (AORUS 15P YD-73US244SH)",GIGABYTE,15.6,32.0,3.5,1024.0,2499.0,331642.29000000004
"HP ENVY x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U processor, AMD Radeon Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (15-eu1026nr, Nightfall black aluminum)",HP,15.0,8.0,4.5,512.0,758.0,100594.18000000001
"HP Newest 2022 15.6in FHD Business Laptop, AMD Ryzen 5 5500U 6 core CPU (Beat i7-1160G7, up to 4GHz), 16GB RAM, 512GB PCIe NVMe SSD, AMD Radeon Graphics, WiFi, Windows 11, Blue + Generic Accessories",HP,15.6,8.0,4.2,512.0,399.0,52951.29
"ASUS ExpertBook P2451 Thin & Light Business Laptop, 14” FHD, Intel Core i3-10110U, 128GB SSD, 8GB RAM, Backlit Keyboard, Military-Grade, Fingerprint, Wi-Fi 6, TPM 2.0, Win10 Pro, P2451FA-XH33",ASUS,14.0,8.0,4.0,128.0,649.99,86260.1729
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",Acer,15.6,4.0,4.5,128.0,299.0,39680.29
"Alienware X17 R2 VR Ready Gaming Laptop - 17.3-inch FHD 360Hz 1ms Display, Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070Ti 8GB GDDR6, Bluetooth, Wi-Fi 6, USB-C, Windows 11 Home - White",Alienware,17.3,16.0,4.5,1024.0,3399.0,451081.29000000004
"Asus TUF 17.3"" 144Hz FHD (1920 x 1080) Gaming Laptop, Intel Tiger Lake Core i5-11260H (6 Cores,12 Threads), NVIDIA GeForce RTX 3050 Ti , Backlit Keyboard,Windows 10, (8GB RAM | 512GB PCIe SSD)",ASUS,17.3,8.0,4.4,512.0,869.0,115324.99
"Lenovo Flex 5i 13 Chromebook 2-in-1 Laptop, Intel Core i3-1115G4, 8GB RAM, 64GB Storage, Intel UHD Graphics, 13.3"" FHD Touchscreen Display, Chrome OS, Abyss Blue",Lenovo,13.3,8.0,4.3,64.0,325.0,43130.75
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 13.3"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Silver",SAMSUNG,13.3,8.0,4.5,256.0,739.0,98072.69
"Lenovo IdeaPad Gaming 3 15 15.6"" Laptop, 15.6"" FHD (1920 x 1080) Display, AMD Ryzen 5 5600H Processor, GeForce RTX 3050, 8GB DDR4 RAM, 512GB NVME SSD, Windows 10 Home, Black, Mousepad Bundle",Lenovo,15.6,8.0,5.0,512.0,835.0,110812.85
"Windows 10 Laptop Computers, CHUWI GemiBook 13 inch Thin & Light Laptop 8G RAM 256GB SSD with Celeron J4125 Processor, 2160x1440 2K IPS Display Notebook, PD Fast Charge, Backlit Keyboard, Full Metal",CHUWI,13.0,8.0,4.1,256.0,269.0,35698.990000000005
"Dell Gaming G15 5510, 15.6 Inch RTX 3060 Gaming Laptop Full HD - Intel Core i7-10870H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home - Grey",Dell,15.6,16.0,4.3,512.0,1458.99,193622.56290000002
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,15.6,8.0,4.4,512.0,649.66,86216.3786
"HP Pavilion x360 14” Touchscreen Laptop, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 256 GB SSD Storage, Full HD IPS Display, Windows 10 Home OS, Long Battery Life, Work & Streaming (14-dw1024nr, 2021)",HP,14.0,8.0,4.5,256.0,583.93,77493.35029999999
"Lenovo IdeaPad 3 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U, 8GB RAM, 512GB Storage, AMD Radeon 7 Graphics, Windows 11 Home, Abyss Blue",Lenovo,15.6,8.0,4.6,512.0,561.96,74577.71160000001
"HP 14 Laptop, AMD Ryzen 5 5500U, 8 GB RAM, 256 GB SSD Storage, 14-inch Full HD Display, Windows 10 Home, Thin & Portable, Micro-edge & Anti-glare Screen, Long Battery Life (14-fq1021nr, 2021)",HP,14.0,8.0,4.5,256.0,359.12,47658.815200000005
"MSI GE76 Raider Gaming Laptop Intel Core i7-11800H, GeForce RTX 3060, 17.3"" FHD 144HZ, 32GB RAM2TB NVMe SSD, Wi-Fi6, Windows 10",MSI,17.3,32.0,4.5,2048.0,1779.99,236222.47290000002
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 13.3"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,13.3,8.0,4.5,256.0,629.99,83605.97290000001
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,15.6,16.0,4.4,512.0,679.0,90110.09000000001
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display, Intel Core i7 11800H, NVIDIA GeForce RTX 3060, 32GB RAM, 1TB NVME SSD, Thunderbolt 4, Win10 PRO, Lunar Gray (A11UET-013)",MSI,16.0,32.0,4.0,1024.0,2275.0,301915.25
"Lenovo Chromebook Flex 3 11"" Laptop, 11.6-Inch HD IPS Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",Lenovo,11.6,4.0,4.5,64.0,149.0,19773.79
"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro",Lenovo,15.6,8.0,4.5,512.0,529.99,70334.97290000001
"ASUS Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",ASUS,11.6,4.0,4.3,64.0,140.0,18579.4
"MSI Modern 14 Ultra Thin and Light Professional Laptop: 14"" FHD 1080p, Intel Core i5-10210U, UMA, 8GB, 512GB SSD, Win10, Carbon Gray (A10M-1052)",MSI,14.0,8.0,5.0,512.0,592.77,78666.5067
"MSI GF63 Thin 9SC-068 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-9300H, NVIDIA GeForce GTX1650, 8GB, 256GB NVMe NVMe SSD",MSI,15.6,8.0,4.6,256.0,586.98,77898.11580000001
"2021 MSI GF65 Gaming Laptop, 15.6"" FHD 144Hz IPS Display, Intel Six-Core i5-10500H Processor, NVIDIA GeForce RTX 3060 GDDR6, 16GB RAM, 1TB PCIe NVMe SSD, WiFi 6, Backlit KB, HDMI, Windows 10, Black",MSI,15.6,16.0,4.7,1024.0,1079.99,143325.47290000002
"MSI GE76 Raider Gaming Laptop 2021 (1TB SSD, 16GB RAM) 17.3"" FHD 144 Hz, Intel Core i7-1180H (11th Gen), NVIDIA GeForce RTX 3060, Windows 10 64bit (Titanium Blue) 11UE-046 US Model",MSI,17.3,16.0,4.5,1024.0,1349.99,179157.1729
"MSI GV15 15.6"" 144Hz Gaming Laptop: Intel Core i5-11400H GTX 1650 8GB 256GB NVMe SSD, Wi-Fi 6, USB Type-C, Nahimic 3 Audio Immersion, Win 11: Black 11SC-633",MSI,15.6,8.0,4.5,256.0,647.0,85863.37000000001
"EXCaliberPC 2022 MSI Vector GP76 12UHSO-893 (i9-12900H, 64GB RAM, 2TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" 240Hz QHD, Windows 11) Gaming Laptop",EXCaliberPC,17.3,64.0,0.0,2048.0,2699.0,358184.29000000004
"MSI Modern 15 Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 16GB, 512GB SSD, Win10, Carbon Gray (A11MU-681)",MSI,15.6,16.0,4.3,512.0,768.0,101921.28
"MSI Computer GF63, NVIDIA GeForce GTX 1650 Graphics, 15.6"" 8GB 256GB Intel Core i5-10300H X4 2.5GHz Win10, Black",MSI,15.6,8.0,4.6,256.0,599.0,79493.29000000001
"MSI Vector GP66 15.6"" QHD 165Hz Gaming Laptop Intel Core i9-12900H RTX3080TI 32GB 1TB NVMe SSD Win11 - Black (12UHSO-673)",MSI,15.6,32.0,4.1,1024.0,2461.98,326729.3658
MSI WE76 11UM FHD Mobile Workstation Intel Core i9-11980HK Quadro RTX A5000 64GB RAM 1TB NVME SSD WIN10 Pro TPM2.0 Fingerprint 3 Year onsite Warranty,MSI,17.3,64.0,4.5,1024.0,3899.0,517436.29000000004
"EXCaliberPC 2023 MSI Titan GT77HX 13VH-046US Pro Extreme (i9-13980HX, 128GB RAM, 6TB NVMe SSD, RTX 4080 12GB, 17.3"" 4K UHD, Windows 11 Pro) Gaming Laptop",EXCaliberPC,17.3,128.0,0.0,6144.0,6089.0,808071.1900000001
"MSI Modern 15A 15.6"" FHD Rugged Ultrabook Laptop, Intel Core i7-1195G7 Processor, Intel Iris Xe, 16GB DDR4, 1TB PCIe SSD, WiFi, Webcam, Backlit Keyboard, Windows 11 Home, Carbon Gray",MSI,15.6,16.0,5.0,1024.0,829.0,110016.59000000001
"EXCaliberPC 2021 EXPC GS76 Stealth 11UH-029 by_MSI 17 Inch Gaming Laptop (i7-11800H, 32GB RAM, 1TB NVMe SSD, RTX 3080 16GB, 17.3"" FHD 360Hz 3ms, Windows 10 Pro) Professional Gamer Notebook Computer",EXCaliberPC,17.3,32.0,0.0,1024.0,3149.0,417903.79000000004
"Panasonic Toughbook CF-54 Laptop PC Bundle with Laptop Bag, Intel i5-7300U 2.6GHz, 32GB RAM, 2TB SSD, Windows 10",Panasonic,14.0,32.0,4.4,2048.0,1425.0,189111.75
"Panasonic Toughbook 2-in-1 CF-20 Win 10 Pro, Intel i5, 256GB SSD, 8GB RAM, Bridge Battery CF-20G0205VM",Toughbook,10.1,8.0,0.0,256.0,3099.0,411268.29000000004
"LG Gram 16 12th gen Intel Core i7-1260P Evo Platform Laptop Business, 16"" WQXGA (2560 x 1600) IPS Display, Backlight Keyboard, Thunderbolt4, Wi-Fi 6E, Windows 11, 16GB RAM, 512GB PCIe SSD, HDMI Cable",LG,16.0,16.0,0.0,512.0,1197.99,158985.25290000002
"HP 2022 High Performance Business Laptop - 17.3"" HD+ Touchscreen - 10-Core 12th Intel i7-1255U Iris Xe Graphics - 32GB DDR4 - 1TB SSD - WiFi 6 Bluetooth - Backlit Keyboard - Win 11 Pro w/ 32GB USB",HP,17.3,32.0,4.4,1024.0,1125.0,149298.75
"LG gram (2022) 16Z90Q Ultra Lightweight Laptop, 16"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Gray",LG,16.0,16.0,4.6,1024.0,1328.99,176370.2629
"LG Gram 17Z90P Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen Core i7, 16GB RAM, 1TB SSD, Upgradeable Windows 10 Home, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",LG,17.0,16.0,4.3,1024.0,1409.99,187119.7729
"LG Gram 15Z90N-Laptop 15.6"" IPS Ultra-Lightweight, (1920 x 1080), 10th Gen Intel Core i5 , 8GB-RAM, 256GB SSD, Windows 10 Home, USB-C, HDMI, -Headphone Input - Silver",LG,15.6,8.0,4.0,256.0,999.99,132708.6729
"LG gram (2022) 17Z90Q Ultra Lightweight Laptop, 17"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 32GB LPDDR5, 2TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Gray",LG,17.0,32.0,4.1,2048.0,1349.99,179157.1729
"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey",Lenovo,14.0,16.0,4.5,256.0,698.88,92748.36480000001
"LG Gram 14T90P - 14"" WUXGA (1920x1200) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU , 16GB RAM, 1TB SSD, 24.5 Hours Battery, Thunderbolt 4, Black - 2021",LG,14.0,16.0,4.2,1024.0,999.99,132708.6729
"LG Gram 14Z90P Laptop 14"" Ultra-Lightweight, IPS WUXGA (1920 x 1200), Intel Evo 11th gen CORE i7 , 16GB RAM, 512GB SSD, Windows 11 Home, 22.5 Hour Battery, Alexa Built-in, 2X USB-C, HDMI - Silver",LG,14.0,16.0,4.9,512.0,1399.99,185792.6729
"LG Ultra PC 13U70P - 13"" Full HD (1920x1080) IPS Ultra-Lightweight Laptop, Ryzen 7 4700U CPU, AMD Radeon Graphics, 16GB RAM, 256GB SSD, 14.5 Hours Battery, White - 2021",LG,13.3,16.0,3.9,256.0,929.0,123287.59000000001
"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU , 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Silver - 2021",LG,16.0,16.0,3.9,2048.0,1999.99,265418.6729
"LG 2022 Gram Ultralight Laptop 14"" WUXGA IPS Intel i7-1260P 12-Core 16GB RAM 512GB NVMe SSD Iris Xe Graphics Fingerprint Backlit Keyboard WiFi 6E Thunderbolt 4 Windows 11 Pro w/RATZK 32GB USB",LG,14.0,16.0,5.0,512.0,1339.0,177698.69
"2021 LG Gram Ultralight Laptop - Full Day Battery - 15.6"" FHD IPS - Intel 11th i5-1135G7 - 16GB LPDDR4 - 512GB NVMe SSD - Iris Xe Graphics - Backlit Keyboard RJ-45 Win 10 w/RATZK 32GB USB",LG,15.6,16.0,4.4,512.0,919.99,122091.8729
"Dell XPS 13 9310 Touchscreen Laptop 13.4 inch FHD+ Thin and Light. Intel Core i7-1195G7, 16GB LPDDR4x RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Pro, 2Yr OnSite, 6 Months Migrate – Silver",Dell,13.4,16.0,4.4,512.0,1359.0,180352.89
"SAMSUNG 15.6” Galaxy Book2 Pro Laptop Computer, i7 / 16GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Graphite",SAMSUNG,15.6,16.0,4.3,512.0,1114.07,147848.2297
"2022 LG Gram Ultralight Laptop 16"" WQXGA IPS 12th Intel Core i7-1260P 12-Core 16GB LPDDR5 2TB (1TBx2) NVMe SSD Iris Xe Graphics Backlit Fingerprint KB WiFi 6E Thunderbolt 4 Windows 11 Pro w/ 32GB USB",LG,16.0,16.0,0.0,2048.0,1699.0,225474.29
"HP 2022 High Performance Business Laptop - 17.3"" HD+ Touchscreen - 10-Core 12th Intel i7-1255U Iris Xe Graphics - 32GB DDR4 - 1TB SSD - Backlit Keyboard -WiFi 6 - Win 11 Home w/ 32GB USB",HP,17.3,32.0,4.6,1024.0,1299.0,172390.29
